Time stamp,System power generated | (kW),Weather file ambient temperature | (C),AC inverter output power | (W),AC inverter output power before system availability | (W),Angle of incidence | (degrees),Albedo,Calculated self-shading factor for beam radiation,Calculated self-shading factor for ground-reflected diffuse radiation,Calculated self-shading factor for sky diffuse radiation,DC inverter input power | (W),DC power loss due to snow | (%),External shading factor for beam radiation,Inverter efficiency | (%),Module temperature | (C),Soiling factor,Plane of array irradiance | (W/m2),System power before grid curtailment | (kW),Sun up over horizon | (0/1),System power before grid interconnect | (kW),Transmitted plane of array irradiance | (W/m2),Weather file beam irradiance | (W/m2),Weather file diffuse irradiance | (W/m2),Weather file global horizontal irradiance | (W/m2),Weather file snow depth | (cm),Weather file wind speed | (m/s)
"Jan 7, 07:00 pm",0,7,0,0,0,0.16,1,1,1,0,0,1,0,7,0,0,0,0,0,0,0,0,0,nan,1.2
"Jan 7, 08:00 pm",0,6.3,0,0,0,0.16,1,1,1,0,0,1,0,6.3,0,0,0,0,0,0,0,0,0,nan,1.6
"Jan 7, 09:00 pm",0,5.8,0,0,0,0.16,1,1,1,0,0,1,0,5.8,0,0,0,0,0,0,0,0,0,nan,1.6
"Jan 7, 10:00 pm",0,5.7,0,0,0,0.16,1,1,1,0,0,1,0,5.7,0,0,0,0,0,0,0,0,0,nan,1.3
"Jan 7, 11:00 pm",0,6,0,0,0,0.16,1,1,1,0,0,1,0,6,0,0,0,0,0,0,0,0,0,nan,1.1
"Jan 8, 12:00 am",0,6.5,0,0,0,0.16,1,1,1,0,0,1,0,6.5,0,0,0,0,0,0,0,0,0,nan,0.9
"Jan 8, 01:00 am",0,6.7,0,0,0,0.16,1,1,1,0,0,1,0,6.7,0,0,0,0,0,0,0,0,0,nan,0.9
"Jan 8, 02:00 am",0,6.7,0,0,0,0.16,1,1,1,0,0,1,0,6.7,0,0,0,0,0,0,0,0,0,nan,0.8
"Jan 8, 03:00 am",0,6.5,0,0,0,0.16,1,1,1,0,0,1,0,6.5,0,0,0,0,0,0,0,0,0,nan,0.9
"Jan 8, 04:00 am",0,6.3,0,0,0,0.16,1,1,1,0,0,1,0,6.3,0,0,0,0,0,0,0,0,0,nan,0.9
"Jan 8, 05:00 am",0,6.1,0,0,0,0.16,1,1,1,0,0,1,0,6.1,0,0,0,0,0,0,0,0,0,nan,0.9
"Jan 8, 06:00 am",0,6.1,0,0,0,0.16,1,1,1,0,0,1,0,6.1,0,0,0,0,0,0,0,0,0,nan,0.9
"Jan 8, 07:00 am",0.00624248,7.1,6.24248,6.24248,78.4587,0.16,1,1,1,10.2649,0,1,60.814,7.69328,0,21.7503,0.00624248,1,0,19.5591,36,15,16,nan,1.2
"Jan 8, 08:00 am",0.186619,9,186.619,186.619,66.4169,0.16,1,1,1,197.268,0,1,94.6019,15.7625,0,230.693,0.186619,1,0,222.332,308,84,145,nan,1.8
"Jan 8, 09:00 am",0.0227409,10.3,22.7409,22.7409,55.3457,0.16,1,1,1,27.3694,0,1,83.0889,11.2371,0,33.1417,0.0227409,1,0,32.233,0,35,35,nan,2
"Jan 8, 10:00 am",0.105483,10.8,105.483,105.483,46.2746,0.16,1,1,1,113.152,0,1,93.2232,14.3834,0,132.029,0.105483,1,0,128.453,2,133,134,nan,2.2
"Jan 8, 11:00 am",0.0630084,11.6,63.0084,63.0084,40.6053,0.16,1,1,1,69.1161,0,1,91.1631,13.6279,0,82.0343,0.0630084,1,0,79.9458,8,80,84,nan,2.7
"Jan 8, 12:00 pm",0.190354,12.5,190.354,190.354,39.8293,0.16,1,1,1,201.14,0,1,94.6376,18.079,0,233.469,0.190354,1,0,228.434,66,175,208,nan,2.9
"Jan 8, 01:00 pm",0.173053,12.7,173.053,173.053,44.2062,0.16,1,1,1,183.204,0,1,94.4595,17.7882,0,212.912,0.173053,1,0,207.768,35,178,194,nan,2.9
"Jan 8, 02:00 pm",0.297232,12.2,297.232,297.232,52.4565,0.16,1,1,1,311.944,0,1,95.2837,21.2178,0,356.365,0.297232,1,0,351.667,311,142,258,nan,2.6
"Jan 8, 03:00 pm",0.244207,11.8,244.207,244.207,63.0629,0.16,1,1,1,256.972,0,1,95.0328,19.7107,0,296.62,0.244207,1,0,289.785,394,93,189,nan,2.3
"Jan 8, 04:00 pm",0.0457536,8.7,45.7536,45.7536,74.953,0.16,1,1,1,51.2275,0,1,89.3146,11.3318,0,78.8487,0.0457536,1,0,72.4832,121,35,45,nan,0.9
"Jan 8, 05:00 pm",0,7.7,0,0,0,0.16,1,1,1,0,0,1,0,7.7,0,0,0,0,0,0,0,0,0,nan,0.9
"Jan 8, 06:00 pm",0,7.3,0,0,0,0.16,1,1,1,0,0,1,0,7.3,0,0,0,0,0,0,0,0,0,nan,0.8
"Jan 8, 07:00 pm",0,7.3,0,0,0,0.16,1,1,1,0,0,1,0,7.3,0,0,0,0,0,0,0,0,0,nan,0.7
"Jan 8, 08:00 pm",0,7.3,0,0,0,0.16,1,1,1,0,0,1,0,7.3,0,0,0,0,0,0,0,0,0,nan,0.5
"Jan 8, 09:00 pm",0,7,0,0,0,0.16,1,1,1,0,0,1,0,7,0,0,0,0,0,0,0,0,0,nan,0.6
"Jan 8, 10:00 pm",0,6.5,0,0,0,0.16,1,1,1,0,0,1,0,6.5,0,0,0,0,0,0,0,0,0,nan,0.7
"Jan 8, 11:00 pm",0,6.1,0,0,0,0.16,1,1,1,0,0,1,0,6.1,0,0,0,0,0,0,0,0,0,nan,0.7
"Jan 9, 12:00 am",0,5.8,0,0,0,0.16,1,1,1,0,0,1,0,5.8,0,0,0,0,0,0,0,0,0,nan,0.6
"Jan 9, 01:00 am",0,5.6,0,0,0,0.16,1,1,1,0,0,1,0,5.6,0,0,0,0,0,0,0,0,0,nan,0.5
"Jan 9, 02:00 am",0,5.5,0,0,0,0.16,1,1,1,0,0,1,0,5.5,0,0,0,0,0,0,0,0,0,nan,0.5
"Jan 9, 03:00 am",0,5.2,0,0,0,0.16,1,1,1,0,0,1,0,5.2,0,0,0,0,0,0,0,0,0,nan,0.8
"Jan 9, 04:00 am",0,4.9,0,0,0,0.16,1,1,1,0,0,1,0,4.9,0,0,0,0,0,0,0,0,0,nan,1.2
"Jan 9, 05:00 am",0,4.9,0,0,0,0.16,1,1,1,0,0,1,0,4.9,0,0,0,0,0,0,0,0,0,nan,2
"Jan 9, 06:00 am",0,5.2,0,0,0,0.16,1,1,1,0,0,1,0,5.2,0,0,0,0,0,0,0,0,0,nan,2.5
"Jan 9, 07:00 am",0,5.7,0,0,78.4925,0.16,1,1,1,2.34213,0,1,0,5.80321,0,4.84923,0,1,0,4.72396,0,5,5,nan,2.6
"Jan 9, 08:00 am",0.0221164,6.6,22.1164,22.1164,66.4263,0.16,1,1,1,26.7219,0,1,82.7649,7.40963,0,32.1971,0.0221164,1,0,31.3143,0,34,34,nan,2.6
"Jan 9, 09:00 am",0.0628832,7.7,62.8832,62.8832,55.3245,0.16,1,1,1,68.9864,0,1,91.1531,9.82427,0,79.5308,0.0628832,1,0,77.9185,37,55,68,nan,2.3
"Jan 9, 10:00 am",0.0895835,8.6,89.5835,89.5835,46.2124,0.16,1,1,1,96.6675,0,1,92.6718,11.8376,0,112.335,0.0895835,1,0,109.278,1,115,115,nan,1.9
"Jan 9, 11:00 am",0.119205,9.3,119.205,119.205,40.4947,0.16,1,1,1,127.378,0,1,93.5843,13.8522,0,148.305,0.119205,1,0,144.327,4,148,150,nan,1.6
"Jan 9, 12:00 pm",0.297053,9.8,297.053,297.053,39.6782,0.16,1,1,1,311.759,0,1,95.283,21.4379,0,361.747,0.297053,1,0,354.759,141,226,297,nan,1.4
"Jan 9, 01:00 pm",0.417338,10.1,417.338,417.338,44.0378,0.16,1,1,1,436.463,0,1,95.6183,24.7226,0,505.743,0.417338,1,0,498.57,348,218,380,nan,1.9
"Jan 9, 02:00 pm",0.328226,9.9,328.226,328.226,52.2893,0.16,1,1,1,344.077,0,1,95.3933,19.4347,0,390.632,0.328226,1,0,384.656,288,182,290,nan,2.8
"Jan 9, 03:00 pm",0.186692,9.6,186.692,186.692,62.9047,0.16,1,1,1,197.344,0,1,94.6026,14.8146,0,225.426,0.186692,1,0,219.97,189,120,166,nan,3.1
"Jan 9, 04:00 pm",0.0254585,6.6,25.4585,25.4585,74.8081,0.16,1,1,1,30.1868,0,1,84.3365,7.75786,0,44.8016,0.0254585,1,0,41.7218,54,26,31,nan,2.1
"Jan 9, 05:00 pm",0,5.2,0,0,0,0.16,1,1,1,0,0,1,0,5.2,0,0,0,0,0,0,0,0,0,nan,1.9
"Jan 9, 06:00 pm",0,4.6,0,0,0,0.16,1,1,1,0,0,1,0,4.6,0,0,0,0,0,0,0,0,0,nan,1.9
"Jan 9, 07:00 pm",0,4.3,0,0,0,0.16,1,1,1,0,0,1,0,4.3,0,0,0,0,0,0,0,0,0,nan,2.1
"Jan 9, 08:00 pm",0,3.9,0,0,0,0.16,1,1,1,0,0,1,0,3.9,0,0,0,0,0,0,0,0,0,nan,2.1
"Jan 9, 09:00 pm",0,3.6,0,0,0,0.16,1,1,1,0,0,1,0,3.6,0,0,0,0,0,0,0,0,0,nan,1.9
"Jan 9, 10:00 pm",0,3.6,0,0,0,0.16,1,1,1,0,0,1,0,3.6,0,0,0,0,0,0,0,0,0,nan,1.6
"Jan 9, 11:00 pm",0,3.8,0,0,0,0.16,1,1,1,0,0,1,0,3.8,0,0,0,0,0,0,0,0,0,nan,1.2
"Jan 10, 12:00 am",0,4,0,0,0,0.16,1,1,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,nan,1.1
"Jan 10, 01:00 am",0,4,0,0,0,0.16,1,1,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,nan,1.1
"Jan 10, 02:00 am",0,4,0,0,0,0.16,1,1,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,nan,1
"Jan 10, 03:00 am",0,4,0,0,0,0.16,1,1,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,nan,1
"Jan 10, 04:00 am",0,3.9,0,0,0,0.16,1,1,1,0,0,1,0,3.9,0,0,0,0,0,0,0,0,0,nan,1
"Jan 10, 05:00 am",0,3.9,0,0,0,0.16,1,1,1,0,0,1,0,3.9,0,0,0,0,0,0,0,0,0,nan,1.2
"Jan 10, 06:00 am",0,4,0,0,0,0.16,1,1,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,nan,1.2
"Jan 10, 07:00 am",0.0119932,4.7,11.9932,11.9932,78.518,0.16,1,1,1,16.2268,0,1,73.9095,5.66049,0,35.847,0.0119932,1,0,30.0631,107,15,19,nan,1.1
"Jan 10, 08:00 am",0.225368,6.1,225.368,225.368,66.4301,0.16,1,1,1,237.44,0,1,94.9157,16.4097,0,277.737,0.225368,1,0,266.844,488,61,158,nan,0.8
"Jan 10, 09:00 am",0.411837,7.7,411.837,411.837,55.2973,0.16,1,1,1,430.76,0,1,95.6072,27.4306,0,497.286,0.411837,1,0,493.896,675,84,314,nan,0.6
"Jan 10, 10:00 am",0.529398,9.2,529.398,529.398,46.1436,0.16,1,1,1,552.639,0,1,95.7946,35.3367,0,659.538,0.529398,1,0,655.503,763,97,436,nan,0.6
"Jan 10, 11:00 am",0.474552,10.4,474.552,474.552,40.3771,0.16,1,1,1,495.778,0,1,95.7186,32.472,0,589.535,0.474552,1,0,584.154,532,147,414,nan,0.8
"Jan 10, 12:00 pm",0.111858,11.6,111.858,111.858,39.5207,0.16,1,1,1,119.761,0,1,93.4016,16.5974,0,141.337,0.111858,1,0,137.509,2,143,144,nan,1
"Jan 10, 01:00 pm",0.539841,12.3,539.841,539.841,43.8642,0.16,1,1,1,563.466,0,1,95.8073,33.4216,0,668.82,0.539841,1,0,664.391,726,109,448,nan,1.5
"Jan 10, 02:00 pm",0.453484,12,453.484,453.484,52.1186,0.16,1,1,1,473.936,0,1,95.6846,29.0307,0,550.638,0.453484,1,0,546.952,698,91,355,nan,1.6
"Jan 10, 03:00 pm",0.267803,11.6,267.803,267.803,62.7445,0.16,1,1,1,281.434,0,1,95.1566,21.8652,0,325.915,0.267803,1,0,319.078,506,70,196,nan,1.5
"Jan 10, 04:00 pm",0.0390536,8.7,39.0536,39.0536,74.6631,0.16,1,1,1,44.2813,0,1,88.1943,10.9478,0,63.9823,0.0390536,1,0,59.5972,78,32,39,nan,0.8
"Jan 10, 05:00 pm",0,8,0,0,0,0.16,1,1,1,0,0,1,0,8,0,0,0,0,0,0,0,0,0,nan,0.8
"Jan 10, 06:00 pm",0,7.6,0,0,0,0.16,1,1,1,0,0,1,0,7.6,0,0,0,0,0,0,0,0,0,nan,0.8
"Jan 10, 07:00 pm",0,7.3,0,0,0,0.16,1,1,1,0,0,1,0,7.3,0,0,0,0,0,0,0,0,0,nan,0.7
"Jan 10, 08:00 pm",0,6.7,0,0,0,0.16,1,1,1,0,0,1,0,6.7,0,0,0,0,0,0,0,0,0,nan,0.7
"Jan 10, 09:00 pm",0,6.1,0,0,0,0.16,1,1,1,0,0,1,0,6.1,0,0,0,0,0,0,0,0,0,nan,0.7
"Jan 10, 10:00 pm",0,5.7,0,0,0,0.16,1,1,1,0,0,1,0,5.7,0,0,0,0,0,0,0,0,0,nan,0.7
"Jan 10, 11:00 pm",0,5.5,0,0,0,0.16,1,1,1,0,0,1,0,5.5,0,0,0,0,0,0,0,0,0,nan,0.6
"Jan 11, 12:00 am",0,5.3,0,0,0,0.16,1,1,1,0,0,1,0,5.3,0,0,0,0,0,0,0,0,0,nan,0.5
"Jan 11, 01:00 am",0,5.3,0,0,0,0.16,1,1,1,0,0,1,0,5.3,0,0,0,0,0,0,0,0,0,nan,0.5
"Jan 11, 02:00 am",0,5.3,0,0,0,0.16,1,1,1,0,0,1,0,5.3,0,0,0,0,0,0,0,0,0,nan,0.5
"Jan 11, 03:00 am",0,5.3,0,0,0,0.16,1,1,1,0,0,1,0,5.3,0,0,0,0,0,0,0,0,0,nan,0.6
"Jan 11, 04:00 am",0,5.3,0,0,0,0.16,1,1,1,0,0,1,0,5.3,0,0,0,0,0,0,0,0,0,nan,0.7
"Jan 11, 05:00 am",0,5.3,0,0,0,0.16,1,1,1,0,0,1,0,5.3,0,0,0,0,0,0,0,0,0,nan,0.6
"Jan 11, 06:00 am",0,5.4,0,0,0,0.16,1,1,1,0,0,1,0,5.4,0,0,0,0,0,0,0,0,0,nan,0.6
"Jan 11, 07:00 am",0.010004,6.3,10.004,10.004,78.5459,0.16,1,1,1,14.1646,0,1,70.6269,7.2297,0,30.5868,0.010004,1,0,26.5685,71,17,19,nan,0.7
"Jan 11, 08:00 am",0.210566,7.8,210.566,210.566,66.4303,0.16,1,1,1,222.095,0,1,94.8093,16.98,0,260.423,0.210566,1,0,250.509,414,73,156,nan,1
"Jan 11, 09:00 am",0.123748,9.2,123.748,123.748,55.265,0.16,1,1,1,132.087,0,1,93.6867,13.9755,0,151.588,0.123748,1,0,148.205,50,118,135,nan,1.5
"Jan 11, 10:00 am",0.519658,10.6,519.658,519.658,46.0688,0.16,1,1,1,542.541,0,1,95.7822,28.1529,0,630.84,0.519658,1,0,625.984,674,126,426,nan,2.1
"Jan 11, 11:00 am",0.600665,11.6,600.665,600.665,40.2529,0.16,1,1,1,626.524,0,1,95.8726,30.2291,0,736.509,0.600665,1,0,731.615,755,121,501,nan,2.6
"Jan 11, 12:00 pm",0.620629,12.3,620.629,620.629,39.3567,0.16,1,1,1,647.221,0,1,95.8913,30.5794,0,761.75,0.620629,1,0,757.374,805,106,518,nan,2.9
"Jan 11, 01:00 pm",0.582013,12.5,582.013,582.013,43.6855,0.16,1,1,1,607.187,0,1,95.854,29.5347,0,709.254,0.582013,1,0,705.409,813,91,473,nan,2.9
"Jan 11, 02:00 pm",0.298829,12.2,298.829,298.829,51.9443,0.16,1,1,1,313.6,0,1,95.2899,21.2399,0,356.872,0.298829,1,0,353.665,400,86,238,nan,2.6
"Jan 11, 03:00 pm",0.314449,11.8,314.449,314.449,62.5821,0.16,1,1,1,329.793,0,1,95.3472,21.7529,0,379.873,0.314449,1,0,372.403,644,60,222,nan,2.4
"Jan 11, 04:00 pm",0.090648,7.6,90.648,90.648,74.5164,0.16,1,1,1,97.771,0,1,92.7145,12.0469,0,141.439,0.090648,1,0,125.758,353,31,63,nan,1.2
"Jan 11, 05:00 pm",0,6.1,0,0,0,0.16,1,1,1,0,0,1,0,6.1,0,0,0,0,0,0,0,0,0,nan,1.2
"Jan 11, 06:00 pm",0,5.5,0,0,0,0.16,1,1,1,0,0,1,0,5.5,0,0,0,0,0,0,0,0,0,nan,1.3
"Jan 11, 07:00 pm",0,5,0,0,0,0.16,1,1,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,nan,1.4
"Jan 11, 08:00 pm",0,4.7,0,0,0,0.16,1,1,1,0,0,1,0,4.7,0,0,0,0,0,0,0,0,0,nan,1.5
"Jan 11, 09:00 pm",0,4.7,0,0,0,0.16,1,1,1,0,0,1,0,4.7,0,0,0,0,0,0,0,0,0,nan,1.5
"Jan 11, 10:00 pm",0,4.7,0,0,0,0.16,1,1,1,0,0,1,0,4.7,0,0,0,0,0,0,0,0,0,nan,1.5
"Jan 11, 11:00 pm",0,4.8,0,0,0,0.16,1,1,1,0,0,1,0,4.8,0,0,0,0,0,0,0,0,0,nan,1.5
"Jan 12, 12:00 am",0,5.1,0,0,0,0.16,1,1,1,0,0,1,0,5.1,0,0,0,0,0,0,0,0,0,nan,1.4
"Jan 12, 01:00 am",0,5.2,0,0,0,0.16,1,1,1,0,0,1,0,5.2,0,0,0,0,0,0,0,0,0,nan,1.2
"Jan 12, 02:00 am",0,5.2,0,0,0,0.16,1,1,1,0,0,1,0,5.2,0,0,0,0,0,0,0,0,0,nan,1.1
"Jan 12, 03:00 am",0,5.1,0,0,0,0.16,1,1,1,0,0,1,0,5.1,0,0,0,0,0,0,0,0,0,nan,1.3
"Jan 12, 04:00 am",0,4.9,0,0,0,0.16,1,1,1,0,0,1,0,4.9,0,0,0,0,0,0,0,0,0,nan,1.4
"Jan 12, 05:00 am",0,4.7,0,0,0,0.16,1,1,1,0,0,1,0,4.7,0,0,0,0,0,0,0,0,0,nan,1.2
"Jan 12, 06:00 am",0,4.4,0,0,0,0.16,1,1,1,0,0,1,0,4.4,0,0,0,0,0,0,0,0,0,nan,1
"Jan 12, 07:00 am",0.0021614,4.8,2.1614,2.1614,78.5656,0.16,1,1,1,6.03387,0,1,35.821,5.17787,0,12.0346,0.0021614,1,0,11.6327,2,12,12,nan,0.8
"Jan 12, 08:00 am",0.130902,6.4,130.902,130.902,66.4244,0.16,1,1,1,139.503,0,1,93.834,12.4421,0,162.582,0.130902,1,0,156.789,201,68,108,nan,0.8
"Jan 12, 09:00 am",0.392613,8.4,392.613,392.613,55.2265,0.16,1,1,1,410.829,0,1,95.566,25.1827,0,470.848,0.392613,1,0,467.367,620,88,301,nan,1
"Jan 12, 10:00 am",0.466834,10.3,466.834,466.834,45.9873,0.16,1,1,1,487.776,0,1,95.7065,29.155,0,570.255,0.466834,1,0,565.349,580,130,389,nan,1.3
"Jan 12, 11:00 am",0.61945,11.5,619.45,619.45,40.1215,0.16,1,1,1,645.999,0,1,95.8902,34.2887,0,770.631,0.61945,1,0,766.574,842,95,521,nan,1.8
"Jan 12, 12:00 pm",0.428805,12.1,428.805,428.805,39.186,0.16,1,1,1,448.351,0,1,95.6406,26.0601,0,522.994,0.428805,1,0,516.404,375,199,392,nan,2.3
"Jan 12, 01:00 pm",0.212409,12.2,212.409,212.409,43.5016,0.16,1,1,1,224.005,0,1,94.8233,18.7259,0,258.771,0.212409,1,0,253.692,103,167,216,nan,2.6
"Jan 12, 02:00 pm",0.147762,11.7,147.762,147.762,51.7664,0.16,1,1,1,156.983,0,1,94.126,16.4412,0,181.051,0.147762,1,0,177.108,61,137,160,nan,2.4
"Jan 12, 03:00 pm",0.305525,11.2,305.525,305.525,62.4174,0.16,1,1,1,320.541,0,1,95.3152,21.4383,0,368.752,0.305525,1,0,361.637,595,69,220,nan,2.1
"Jan 12, 04:00 pm",0.0759275,7.9,75.9275,75.9275,74.3689,0.16,1,1,1,82.5098,0,1,92.0224,11.6788,0,115.862,0.0759275,1,0,104.853,238,35,57,nan,1.1
"Jan 12, 05:00 pm",0,6.4,0,0,0,0.16,1,1,1,0,0,1,0,6.4,0,0,0,0,0,0,0,0,0,nan,1.1
"Jan 12, 06:00 pm",0,5.7,0,0,0,0.16,1,1,1,0,0,1,0,5.7,0,0,0,0,0,0,0,0,0,nan,1.1
"Jan 12, 07:00 pm",0,5.3,0,0,0,0.16,1,1,1,0,0,1,0,5.3,0,0,0,0,0,0,0,0,0,nan,1
"Jan 12, 08:00 pm",0,5.1,0,0,0,0.16,1,1,1,0,0,1,0,5.1,0,0,0,0,0,0,0,0,0,nan,0.8
"Jan 12, 09:00 pm",0,5,0,0,0,0.16,1,1,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,nan,0.6
"Jan 12, 10:00 pm",0,5,0,0,0,0.16,1,1,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,nan,0.5
"Jan 12, 11:00 pm",0,5,0,0,0,0.16,1,1,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,nan,0.5
"Jan 13, 12:00 am",0,5.1,0,0,0,0.16,1,1,1,0,0,1,0,5.1,0,0,0,0,0,0,0,0,0,nan,0.5
"Jan 13, 01:00 am",0,5.1,0,0,0,0.16,1,1,1,0,0,1,0,5.1,0,0,0,0,0,0,0,0,0,nan,0.5
"Jan 13, 02:00 am",0,5.2,0,0,0,0.16,1,1,1,0,0,1,0,5.2,0,0,0,0,0,0,0,0,0,nan,0.4
"Jan 13, 03:00 am",0,5.3,0,0,0,0.16,1,1,1,0,0,1,0,5.3,0,0,0,0,0,0,0,0,0,nan,0.3
"Jan 13, 04:00 am",0,5.5,0,0,0,0.16,1,1,1,0,0,1,0,5.5,0,0,0,0,0,0,0,0,0,nan,0.3
"Jan 13, 05:00 am",0,5.8,0,0,0,0.16,1,1,1,0,0,1,0,5.8,0,0,0,0,0,0,0,0,0,nan,0.3
"Jan 13, 06:00 am",0,6,0,0,0,0.16,1,1,1,0,0,1,0,6,0,0,0,0,0,0,0,0,0,nan,0.4
"Jan 13, 07:00 am",0.00670766,6.7,6.70766,6.70766,78.5853,0.16,1,1,1,10.7471,0,1,62.4134,7.46669,0,22.6423,0.00670766,1,0,20.4172,36,16,17,nan,0.4
"Jan 13, 08:00 am",0.181345,8.1,181.345,181.345,66.4142,0.16,1,1,1,191.8,0,1,94.5491,17.2085,0,225.463,0.181345,1,0,217.3,299,87,148,nan,0.5
"Jan 13, 09:00 am",0.380939,9.6,380.939,380.939,55.1825,0.16,1,1,1,398.726,0,1,95.539,25.9645,0,459.332,0.380939,1,0,455.149,552,115,305,nan,1
"Jan 13, 10:00 am",0.532857,11,532.857,532.857,45.8993,0.16,1,1,1,556.225,0,1,95.7988,30.7262,0,652.542,0.532857,1,0,648.244,735,106,436,nan,1.7
"Jan 13, 11:00 am",0.595475,11.9,595.475,595.475,39.9832,0.16,1,1,1,621.143,0,1,95.8676,33.2957,0,739.08,0.595475,1,0,734.214,757,120,504,nan,1.9
"Jan 13, 12:00 pm",0.609367,12.6,609.367,609.367,39.0089,0.16,1,1,1,635.546,0,1,95.8809,34.1241,0,758.924,0.609367,1,0,754.24,782,113,517,nan,2
"Jan 13, 01:00 pm",0.569283,12.9,569.283,569.283,43.3125,0.16,1,1,1,593.989,0,1,95.8407,32.8674,0,703.432,0.569283,1,0,699.27,783,99,471,nan,2
"Jan 13, 02:00 pm",0.460367,12.7,460.367,460.367,51.5851,0.16,1,1,1,481.072,0,1,95.6961,30.4752,0,562.087,0.460367,1,0,558.448,712,89,365,nan,1.5
"Jan 13, 03:00 pm",0.29704,12.4,297.04,297.04,62.2507,0.16,1,1,1,311.745,0,1,95.283,24.3658,0,362.497,0.29704,1,0,355.721,576,70,218,nan,1.3
"Jan 13, 04:00 pm",0.0838552,9.6,83.8552,83.8552,74.2206,0.16,1,1,1,90.7287,0,1,92.4241,14.2125,0,127.005,0.0838552,1,0,114.436,280,35,62,nan,0.7
"Jan 13, 05:00 pm",0,8.7,0,0,0,0.16,1,1,1,0,0,1,0,8.7,0,0,0,0,0,0,0,0,0,nan,0.8
"Jan 13, 06:00 pm",0,8.3,0,0,0,0.16,1,1,1,0,0,1,0,8.3,0,0,0,0,0,0,0,0,0,nan,0.7
"Jan 13, 07:00 pm",0,8.1,0,0,0,0.16,1,1,1,0,0,1,0,8.1,0,0,0,0,0,0,0,0,0,nan,0.6
"Jan 13, 08:00 pm",0,8,0,0,0,0.16,1,1,1,0,0,1,0,8,0,0,0,0,0,0,0,0,0,nan,0.6
"Jan 13, 09:00 pm",0,7.8,0,0,0,0.16,1,1,1,0,0,1,0,7.8,0,0,0,0,0,0,0,0,0,nan,0.7
"Jan 13, 10:00 pm",0,7.5,0,0,0,0.16,1,1,1,0,0,1,0,7.5,0,0,0,0,0,0,0,0,0,nan,0.9
"Jan 13, 11:00 pm",0,6.9,0,0,0,0.16,1,1,1,0,0,1,0,6.9,0,0,0,0,0,0,0,0,0,nan,1
"Jan 14, 12:00 am",0,6.5,0,0,0,0.16,1,1,1,0,0,1,0,6.5,0,0,0,0,0,0,0,0,0,nan,1.1
"Jan 14, 01:00 am",0,6.3,0,0,0,0.16,1,1,1,0,0,1,0,6.3,0,0,0,0,0,0,0,0,0,nan,1.1
"Jan 14, 02:00 am",0,6.1,0,0,0,0.16,1,1,1,0,0,1,0,6.1,0,0,0,0,0,0,0,0,0,nan,1
"Jan 14, 03:00 am",0,6.2,0,0,0,0.16,1,1,1,0,0,1,0,6.2,0,0,0,0,0,0,0,0,0,nan,0.9
"Jan 14, 04:00 am",0,6.4,0,0,0,0.16,1,1,1,0,0,1,0,6.4,0,0,0,0,0,0,0,0,0,nan,0.8
"Jan 14, 05:00 am",0,6.3,0,0,0,0.16,1,1,1,0,0,1,0,6.3,0,0,0,0,0,0,0,0,0,nan,0.8
"Jan 14, 06:00 am",0,6.2,0,0,0,0.16,1,1,1,0,0,1,0,6.2,0,0,0,0,0,0,0,0,0,nan,0.8
"Jan 14, 07:00 am",0.0062364,6.8,6.2364,6.2364,78.5977,0.16,1,1,1,10.2586,0,1,60.7921,7.45214,0,21.4485,0.0062364,1,0,19.5268,30,16,17,nan,0.8
"Jan 14, 08:00 am",0.183952,8.1,183.952,183.952,66.3983,0.16,1,1,1,194.502,0,1,94.5756,16.1261,0,227.503,0.183952,1,0,219.326,295,90,150,nan,1
"Jan 14, 09:00 am",0.0542236,9.4,54.2237,54.2237,55.1325,0.16,1,1,1,60.0087,0,1,90.3597,11.7252,0,70.5877,0.0542236,1,0,68.6531,0,74,74,nan,1.3
"Jan 14, 10:00 am",0.0295812,10.7,29.5812,29.5812,45.8048,0.16,1,1,1,34.461,0,1,85.8398,11.9533,0,41.7002,0.0295812,1,0,40.5568,0,44,44,nan,1.7
"Jan 14, 11:00 am",0.100399,11.8,100.399,100.399,39.8381,0.16,1,1,1,107.88,0,1,93.0652,15.3877,0,127.227,0.100399,1,0,123.743,0,131,131,nan,2
"Jan 14, 12:00 pm",0.305992,12.4,305.992,305.992,38.8252,0.16,1,1,1,321.026,0,1,95.3169,22.3599,0,373.846,0.305992,1,0,366.683,147,232,308,nan,2.3
"Jan 14, 01:00 pm",0.479475,12.6,479.475,479.475,43.1184,0.16,1,1,1,500.882,0,1,95.7262,27.9295,0,584.294,0.479475,1,0,578.975,551,146,410,nan,2.4
"Jan 14, 02:00 pm",0.39231,12.2,392.31,392.31,51.4003,0.16,1,1,1,410.514,0,1,95.5654,24.829,0,471.663,0.39231,1,0,467.296,515,120,321,nan,2.3
