Time stamp,System power generated | (kW),Weather file ambient temperature | (C),AC inverter output power | (W),AC inverter output power before system availability | (W),Angle of incidence | (degrees),Albedo,Calculated self-shading factor for beam radiation,Calculated self-shading factor for ground-reflected diffuse radiation,Calculated self-shading factor for sky diffuse radiation,DC inverter input power | (W),DC power loss due to snow | (%),External shading factor for beam radiation,Inverter efficiency | (%),Module temperature | (C),Soiling factor,Plane of array irradiance | (W/m2),System power before grid curtailment | (kW),Sun up over horizon | (0/1),System power before grid interconnect | (kW),Transmitted plane of array irradiance | (W/m2),Weather file beam irradiance | (W/m2),Weather file diffuse irradiance | (W/m2),Weather file global horizontal irradiance | (W/m2),Weather file snow depth | (cm),Weather file wind speed | (m/s)
"Oct 21, 09:00 am",0.447611,26.8,447.611,447.611,44.0226,0.21,1,1,1,467.848,0,1,95.6746,47.3515,0,593.698,0.447611,1,0,586.751,501,199,465,nan,1.1
"Oct 21, 10:00 am",0.546901,29.4,546.901,546.901,34.0527,0.21,1,1,1,570.785,0,1,95.8156,53.4026,0,745.835,0.546901,1,0,738.435,608,203,581,nan,1.4
"Oct 21, 11:00 am",0.597073,31.5,597.073,597.073,28.6353,0.21,1,1,1,622.799,0,1,95.8691,55.7692,0,824.073,0.597073,1,0,816.492,660,200,637,nan,1.8
"Oct 21, 12:00 pm",0.583904,32.7,583.904,583.904,30.3228,0.21,1,1,1,609.147,0,1,95.856,54.4544,0,800.872,0.583904,1,0,793.321,644,201,620,nan,2.2
"Oct 21, 01:00 pm",0.517491,33.1,517.491,517.491,38.1833,0.21,1,1,1,540.294,0,1,95.7794,51.3758,0,698.221,0.517491,1,0,691.279,599,191,542,nan,2.4
"Oct 21, 02:00 pm",0.426227,32.8,426.227,426.227,49.3452,0.21,1,1,1,445.678,0,1,95.6357,46.9989,0,561.482,0.426227,1,0,556.147,595,146,428,nan,2.6
"Oct 21, 03:00 pm",0.273752,32.5,273.752,273.752,62.0405,0.21,1,1,1,287.602,0,1,95.1845,41.5513,0,358.159,0.273752,1,0,351.189,498,105,265,nan,2.6
"Oct 21, 04:00 pm",0.0915233,27.5,91.5233,91.5233,75.4588,0.22,1,1,1,98.6785,0,1,92.7489,31.8281,0,139.347,0.0915233,1,0,123.993,314,49,93,nan,1.4
"Oct 21, 05:00 pm",0,24.2,0,0,0,0.22,1,1,1,0,0,1,0,24.2,0,0,0,0,0,0,0,0,0,nan,1.3
"Oct 21, 06:00 pm",0,22.7,0,0,0,0.22,1,1,1,0,0,1,0,22.7,0,0,0,0,0,0,0,0,0,nan,1.2
"Oct 21, 07:00 pm",0,21.6,0,0,0,0.22,1,1,1,0,0,1,0,21.6,0,0,0,0,0,0,0,0,0,nan,1.1
"Oct 21, 08:00 pm",0,21.1,0,0,0,0.22,1,1,1,0,0,1,0,21.1,0,0,0,0,0,0,0,0,0,nan,1
"Oct 21, 09:00 pm",0,20.6,0,0,0,0.22,1,1,1,0,0,1,0,20.6,0,0,0,0,0,0,0,0,0,nan,1
"Oct 21, 10:00 pm",0,19.9,0,0,0,0.22,1,1,1,0,0,1,0,19.9,0,0,0,0,0,0,0,0,0,nan,1
"Oct 21, 11:00 pm",0,18.9,0,0,0,0.22,1,1,1,0,0,1,0,18.9,0,0,0,0,0,0,0,0,0,nan,1
"Oct 22, 12:00 am",0,18,0,0,0,0.22,1,1,1,0,0,1,0,18,0,0,0,0,0,0,0,0,0,nan,1
"Oct 22, 01:00 am",0,17.2,0,0,0,0.22,1,1,1,0,0,1,0,17.2,0,0,0,0,0,0,0,0,0,nan,1
"Oct 22, 02:00 am",0,16.7,0,0,0,0.22,1,1,1,0,0,1,0,16.7,0,0,0,0,0,0,0,0,0,nan,1
"Oct 22, 03:00 am",0,16.3,0,0,0,0.22,1,1,1,0,0,1,0,16.3,0,0,0,0,0,0,0,0,0,nan,1.1
"Oct 22, 04:00 am",0,16,0,0,0,0.22,1,1,1,0,0,1,0,16,0,0,0,0,0,0,0,0,0,nan,1.1
"Oct 22, 05:00 am",0,15.7,0,0,0,0.22,1,1,1,0,0,1,0,15.7,0,0,0,0,0,0,0,0,0,nan,1.2
"Oct 22, 06:00 am",0.00610347,16.4,6.10347,6.10347,82.9137,0.22,1,1,1,10.1208,0,1,60.3064,16.9803,0,25.0337,0.00610347,1,0,20.1234,85,15,18,nan,1.6
"Oct 22, 07:00 am",0.189688,18.9,189.688,189.688,69.4285,0.22,1,1,1,200.449,0,1,94.6314,25.8435,0,248.205,0.189688,1,0,233.555,470,67,172,nan,2
"Oct 22, 08:00 am",0.391064,22.1,391.064,391.064,56.3061,0.22,1,1,1,409.223,0,1,95.5625,35.4567,0,489.13,0.391064,1,0,485.361,670,93,356,nan,2.2
"Oct 22, 09:00 am",0.532334,25.2,532.334,532.334,44.2197,0.22,1,1,1,555.683,0,1,95.7982,42.9149,0,688.067,0.532334,1,0,683.398,765,109,512,nan,2.5
"Oct 22, 10:00 am",0.622478,27.6,622.478,622.478,34.325,0.22,1,1,1,649.139,0,1,95.893,47.3247,0,823.79,0.622478,1,0,818.633,816,118,622,nan,2.9
"Oct 22, 11:00 am",0.66967,29.3,669.67,669.67,28.9782,0.22,1,1,1,698.064,0,1,95.9325,49.3711,0,896.225,0.66967,1,0,891.063,858,113,678,nan,3.3
"Oct 22, 12:00 pm",0.660526,30.3,660.526,660.526,30.6637,0.22,1,1,1,688.584,0,1,95.9253,48.8494,0,881.132,0.660526,1,0,876.151,862,108,665,nan,3.7
"Oct 22, 01:00 pm",0.597073,30.6,597.073,597.073,38.4669,0.22,1,1,1,622.8,0,1,95.8691,46.4279,0,784.896,0.597073,1,0,780.295,835,102,588,nan,4
"Oct 22, 02:00 pm",0.48352,30.1,483.52,483.52,49.5736,0.22,1,1,1,505.076,0,1,95.7322,42.671,0,622.093,0.48352,1,0,618.245,786,88,457,nan,4
"Oct 22, 03:00 pm",0.314829,29.7,314.829,314.829,62.2283,0.22,1,1,1,330.187,0,1,95.3485,37.9642,0,403.653,0.314829,1,0,396.078,671,71,284,nan,3.9
"Oct 22, 04:00 pm",0.10237,25.2,102.37,102.37,75.6155,0.21,1,1,1,109.924,0,1,93.1282,29.0381,0,155.877,0.10237,1,0,136.36,410,42,98,nan,2.5
"Oct 22, 05:00 pm",0,21.7,0,0,0,0.21,1,1,1,0,0,1,0,21.7,0,0,0,0,0,0,0,0,0,nan,1.8
"Oct 22, 06:00 pm",0,20.1,0,0,0,0.21,1,1,1,0,0,1,0,20.1,0,0,0,0,0,0,0,0,0,nan,1.9
"Oct 22, 07:00 pm",0,19.1,0,0,0,0.21,1,1,1,0,0,1,0,19.1,0,0,0,0,0,0,0,0,0,nan,1.9
"Oct 22, 08:00 pm",0,18.3,0,0,0,0.21,1,1,1,0,0,1,0,18.3,0,0,0,0,0,0,0,0,0,nan,1.8
"Oct 22, 09:00 pm",0,17.6,0,0,0,0.21,1,1,1,0,0,1,0,17.6,0,0,0,0,0,0,0,0,0,nan,1.9
"Oct 22, 10:00 pm",0,16.7,0,0,0,0.21,1,1,1,0,0,1,0,16.7,0,0,0,0,0,0,0,0,0,nan,1.9
"Oct 22, 11:00 pm",0,15.6,0,0,0,0.21,1,1,1,0,0,1,0,15.6,0,0,0,0,0,0,0,0,0,nan,1.8
"Oct 23, 12:00 am",0,14.7,0,0,0,0.21,1,1,1,0,0,1,0,14.7,0,0,0,0,0,0,0,0,0,nan,1.6
"Oct 23, 01:00 am",0,14.2,0,0,0,0.21,1,1,1,0,0,1,0,14.2,0,0,0,0,0,0,0,0,0,nan,1.5
"Oct 23, 02:00 am",0,13.7,0,0,0,0.21,1,1,1,0,0,1,0,13.7,0,0,0,0,0,0,0,0,0,nan,1.6
"Oct 23, 03:00 am",0,13.2,0,0,0,0.21,1,1,1,0,0,1,0,13.2,0,0,0,0,0,0,0,0,0,nan,1.7
"Oct 23, 04:00 am",0,12.7,0,0,0,0.21,1,1,1,0,0,1,0,12.7,0,0,0,0,0,0,0,0,0,nan,1.6
"Oct 23, 05:00 am",0,12.4,0,0,0,0.21,1,1,1,0,0,1,0,12.4,0,0,0,0,0,0,0,0,0,nan,1.4
"Oct 23, 06:00 am",0.00615266,13.1,6.15266,6.15266,82.979,0.21,1,1,1,10.1718,0,1,60.4877,13.6789,0,25.4345,0.00615266,1,0,19.9165,97,14,17,nan,1.6
"Oct 23, 07:00 am",0.199819,15.5,199.819,199.819,69.5356,0.21,1,1,1,210.952,0,1,94.7222,23.039,0,258.813,0.199819,1,0,242.926,517,62,175,nan,1.8
"Oct 23, 08:00 am",0.402688,18.5,402.688,402.688,56.451,0.21,1,1,1,421.274,0,1,95.5881,33.9599,0,499.97,0.402688,1,0,496.424,706,86,360,nan,1.6
"Oct 23, 09:00 am",0.540034,21.1,540.034,540.034,44.4184,0.21,1,1,1,563.666,0,1,95.8075,43.1184,0,697.872,0.540034,1,0,693.566,799,100,517,nan,1.5
"Oct 23, 10:00 am",0.628363,23.3,628.363,628.363,34.5974,0.21,1,1,1,655.239,0,1,95.8982,48.4641,0,834.866,0.628363,1,0,830.076,847,107,626,nan,1.7
"Oct 23, 11:00 am",0.667859,25,667.859,667.859,29.3186,0.21,1,1,1,696.186,0,1,95.9311,50.9697,0,899.351,0.667859,1,0,894.401,871,108,677,nan,1.9
"Oct 23, 12:00 pm",0.651751,26.3,651.751,651.751,31.0011,0.21,1,1,1,679.486,0,1,95.9182,51.132,0,877.557,0.651751,1,0,872.561,857,111,661,nan,2
"Oct 23, 01:00 pm",0.585694,27,585.694,585.694,38.7474,0.21,1,1,1,611.003,0,1,95.8578,48.1106,0,775.394,0.585694,1,0,770.578,812,112,580,nan,2.2
"Oct 23, 02:00 pm",0.474359,26.9,474.359,474.359,49.7989,0.21,1,1,1,495.578,0,1,95.7183,43.623,0,612.993,0.474359,1,0,608.861,755,98,449,nan,2.2
"Oct 23, 03:00 pm",0.304987,26.7,304.987,304.987,62.4128,0.21,1,1,1,319.984,0,1,95.3132,37.3457,0,390.864,0.304987,1,0,383.14,631,78,275,nan,2.2
"Oct 23, 04:00 pm",0.0953484,22.6,95.3484,95.3484,75.7685,0.21,1,1,1,102.644,0,1,92.8922,27.1714,0,144.657,0.0953484,1,0,127.098,361,44,92,nan,1.3
"Oct 23, 05:00 pm",0,19.5,0,0,0,0.21,1,1,1,0,0,1,0,19.5,0,0,0,0,0,0,0,0,0,nan,1.1
"Oct 23, 06:00 pm",0,18,0,0,0,0.21,1,1,1,0,0,1,0,18,0,0,0,0,0,0,0,0,0,nan,1.2
"Oct 23, 07:00 pm",0,17.1,0,0,0,0.21,1,1,1,0,0,1,0,17.1,0,0,0,0,0,0,0,0,0,nan,1.1
"Oct 23, 08:00 pm",0,16.7,0,0,0,0.21,1,1,1,0,0,1,0,16.7,0,0,0,0,0,0,0,0,0,nan,1.2
"Oct 23, 09:00 pm",0,16.3,0,0,0,0.21,1,1,1,0,0,1,0,16.3,0,0,0,0,0,0,0,0,0,nan,1.5
"Oct 23, 10:00 pm",0,15.6,0,0,0,0.21,1,1,1,0,0,1,0,15.6,0,0,0,0,0,0,0,0,0,nan,1.8
"Oct 23, 11:00 pm",0,14.7,0,0,0,0.21,1,1,1,0,0,1,0,14.7,0,0,0,0,0,0,0,0,0,nan,1.9
"Oct 24, 12:00 am",0,13.9,0,0,0,0.21,1,1,1,0,0,1,0,13.9,0,0,0,0,0,0,0,0,0,nan,1.7
"Oct 24, 01:00 am",0,13.1,0,0,0,0.21,1,1,1,0,0,1,0,13.1,0,0,0,0,0,0,0,0,0,nan,1.4
"Oct 24, 02:00 am",0,12.6,0,0,0,0.21,1,1,1,0,0,1,0,12.6,0,0,0,0,0,0,0,0,0,nan,1.1
"Oct 24, 03:00 am",0,12.3,0,0,0,0.21,1,1,1,0,0,1,0,12.3,0,0,0,0,0,0,0,0,0,nan,1
"Oct 24, 04:00 am",0,11.9,0,0,0,0.21,1,1,1,0,0,1,0,11.9,0,0,0,0,0,0,0,0,0,nan,0.9
"Oct 24, 05:00 am",0,11.5,0,0,0,0.21,1,1,1,0,0,1,0,11.5,0,0,0,0,0,0,0,0,0,nan,0.9
"Oct 24, 06:00 am",0.00459531,12.4,4.59531,4.59531,83.0483,0.21,1,1,1,8.5572,0,1,53.7011,12.9179,0,20.7172,0.00459531,1,0,16.8281,67,13,15,nan,1.3
"Oct 24, 07:00 am",0.183476,15.2,183.476,183.476,69.6457,0.21,1,1,1,194.009,0,1,94.5708,22.2735,0,237.633,0.183476,1,0,223.438,442,69,164,nan,1.7
"Oct 24, 08:00 am",0.384476,18.5,384.476,384.476,56.5986,0.21,1,1,1,402.393,0,1,95.5474,32.9087,0,476.352,0.384476,1,0,472.439,638,100,345,nan,1.7
"Oct 24, 09:00 am",0.518204,21.3,518.204,518.204,44.6192,0.21,1,1,1,541.034,0,1,95.7804,41.4014,0,666.005,0.518204,1,0,660.953,714,125,495,nan,1.7
"Oct 24, 10:00 am",0.6006,23.4,600.6,600.6,34.8705,0.21,1,1,1,626.456,0,1,95.8726,46.8072,0,793.624,0.6006,1,0,787.67,742,146,598,nan,1.8
"Oct 24, 11:00 am",0.642304,25,642.304,642.304,29.6569,0.21,1,1,1,669.693,0,1,95.9103,49.8787,0,861.868,0.642304,1,0,855.764,777,146,650,nan,1.9
"Oct 24, 12:00 pm",0.632101,26.1,632.101,632.101,31.3352,0.21,1,1,1,659.115,0,1,95.9015,49.059,0,844.444,0.632101,1,0,838.498,776,142,636,nan,2.2
"Oct 24, 01:00 pm",0.568553,26.7,568.553,568.553,39.0249,0.21,1,1,1,593.232,0,1,95.8399,46.2897,0,747.677,0.568553,1,0,742.211,745,133,559,nan,2.4
"Oct 24, 02:00 pm",0.457196,26.6,457.196,457.196,50.0216,0.21,1,1,1,477.784,0,1,95.6908,41.4381,0,586.324,0.457196,1,0,581.797,691,113,431,nan,2.6
"Oct 24, 03:00 pm",0.288954,26.4,288.954,288.954,62.5948,0.21,1,1,1,303.363,0,1,95.2506,35.5514,0,368.799,0.288954,1,0,361.08,564,88,262,nan,2.7
"Oct 24, 04:00 pm",0.0859866,22.5,85.9866,85.9866,75.9195,0.21,1,1,1,92.9385,0,1,92.5199,26.0401,0,130.335,0.0859866,1,0,115.404,298,46,84,nan,2
"Oct 24, 05:00 pm",0,19.6,0,0,0,0.21,1,1,1,0,0,1,0,19.6,0,0,0,0,0,0,0,0,0,nan,2.2
"Oct 24, 06:00 pm",0,18.5,0,0,0,0.21,1,1,1,0,0,1,0,18.5,0,0,0,0,0,0,0,0,0,nan,2.6
"Oct 24, 07:00 pm",0,17.4,0,0,0,0.21,1,1,1,0,0,1,0,17.4,0,0,0,0,0,0,0,0,0,nan,2.6
"Oct 24, 08:00 pm",0,16.4,0,0,0,0.21,1,1,1,0,0,1,0,16.4,0,0,0,0,0,0,0,0,0,nan,2.4
"Oct 24, 09:00 pm",0,15.6,0,0,0,0.21,1,1,1,0,0,1,0,15.6,0,0,0,0,0,0,0,0,0,nan,2.2
"Oct 24, 10:00 pm",0,14.7,0,0,0,0.21,1,1,1,0,0,1,0,14.7,0,0,0,0,0,0,0,0,0,nan,2
"Oct 24, 11:00 pm",0,14,0,0,0,0.21,1,1,1,0,0,1,0,14,0,0,0,0,0,0,0,0,0,nan,1.8
"Oct 25, 12:00 am",0,13.4,0,0,0,0.21,1,1,1,0,0,1,0,13.4,0,0,0,0,0,0,0,0,0,nan,1.7
"Oct 25, 01:00 am",0,13,0,0,0,0.21,1,1,1,0,0,1,0,13,0,0,0,0,0,0,0,0,0,nan,1.5
"Oct 25, 02:00 am",0,12.7,0,0,0,0.21,1,1,1,0,0,1,0,12.7,0,0,0,0,0,0,0,0,0,nan,1.3
"Oct 25, 03:00 am",0,12.3,0,0,0,0.21,1,1,1,0,0,1,0,12.3,0,0,0,0,0,0,0,0,0,nan,1.2
"Oct 25, 04:00 am",0,12.1,0,0,0,0.21,1,1,1,0,0,1,0,12.1,0,0,0,0,0,0,0,0,0,nan,1.1
"Oct 25, 05:00 am",0,11.8,0,0,0,0.21,1,1,1,0,0,1,0,11.8,0,0,0,0,0,0,0,0,0,nan,1
"Oct 25, 06:00 am",0.00440037,12.9,4.40037,4.40037,83.1206,0.21,1,1,1,8.3551,0,1,52.6669,13.3834,0,20.1541,0.00440037,1,0,16.4838,63,13,15,nan,1.5
"Oct 25, 07:00 am",0.183442,15.5,183.442,183.442,69.7583,0.21,1,1,1,193.974,0,1,94.5704,21.637,0,237.37,0.183442,1,0,223.001,443,69,163,nan,2.4
"Oct 25, 08:00 am",0.386689,18,386.689,386.689,56.7483,0.21,1,1,1,404.687,0,1,95.5525,29.1569,0,472.175,0.386689,1,0,468.157,625,104,342,nan,3
"Oct 25, 09:00 am",0.534252,19.9,534.252,534.252,44.8215,0.21,1,1,1,557.671,0,1,95.8005,35.4387,0,670.07,0.534252,1,0,665.011,722,125,496,nan,3.1
"Oct 25, 10:00 am",0.624601,21.4,624.601,624.601,35.1436,0.21,1,1,1,651.339,0,1,95.8949,39.3237,0,799.78,0.624601,1,0,794.226,771,132,598,nan,3.3
"Oct 25, 11:00 am",0.669994,22.5,669.994,669.994,29.9926,0.21,1,1,1,698.4,0,1,95.9327,41.0033,0,865.855,0.669994,1,0,860.348,811,129,652,nan,3.6
"Oct 25, 12:00 pm",0.515631,23.2,515.631,515.631,31.6654,0.21,1,1,1,538.366,0,1,95.777,36.4274,0,657.586,0.515631,1,0,650.055,476,211,512,nan,4
"Oct 25, 01:00 pm",0.603509,23.3,603.509,603.509,39.2989,0.21,1,1,1,629.472,0,1,95.8754,37.6966,0,765.224,0.603509,1,0,760.427,805,112,569,nan,4.5
"Oct 25, 02:00 pm",0.488452,22.8,488.452,488.452,50.2408,0.21,1,1,1,510.189,0,1,95.7395,33.6394,0,605.885,0.488452,1,0,601.824,754,96,440,nan,4.9
"Oct 25, 03:00 pm",0.310319,22.4,310.319,310.319,62.773,0.21,1,1,1,325.511,0,1,95.3326,29.1954,0,385.543,0.310319,1,0,377.338,629,77,268,nan,5
"Oct 25, 04:00 pm",0.0924047,20,92.4047,92.4047,76.0658,0.21,1,1,1,99.5923,0,1,92.783,22.5746,0,139.675,0.0924047,1,0,122.121,356,42,86,nan,4.3
"Oct 25, 05:00 pm",0,17.9,0,0,0,0.21,1,1,1,0,0,1,0,17.9,0,0,0,0,0,0,0,0,0,nan,3.3
"Oct 25, 06:00 pm",0,16.1,0,0,0,0.21,1,1,1,0,0,1,0,16.1,0,0,0,0,0,0,0,0,0,nan,2.7
"Oct 25, 07:00 pm",0,14.6,0,0,0,0.21,1,1,1,0,0,1,0,14.6,0,0,0,0,0,0,0,0,0,nan,2.3
"Oct 25, 08:00 pm",0,13.3,0,0,0,0.21,1,1,1,0,0,1,0,13.3,0,0,0,0,0,0,0,0,0,nan,2.1
"Oct 25, 09:00 pm",0,12.1,0,0,0,0.21,1,1,1,0,0,1,0,12.1,0,0,0,0,0,0,0,0,0,nan,2.1
"Oct 25, 10:00 pm",0,11.2,0,0,0,0.21,1,1,1,0,0,1,0,11.2,0,0,0,0,0,0,0,0,0,nan,2.1
"Oct 25, 11:00 pm",0,10.5,0,0,0,0.21,1,1,1,0,0,1,0,10.5,0,0,0,0,0,0,0,0,0,nan,1.9
"Oct 26, 12:00 am",0,9.9,0,0,0,0.21,1,1,1,0,0,1,0,9.9,0,0,0,0,0,0,0,0,0,nan,1.6
"Oct 26, 01:00 am",0,9.5,0,0,0,0.21,1,1,1,0,0,1,0,9.5,0,0,0,0,0,0,0,0,0,nan,1.5
"Oct 26, 02:00 am",0,9.5,0,0,0,0.21,1,1,1,0,0,1,0,9.5,0,0,0,0,0,0,0,0,0,nan,1.6
"Oct 26, 03:00 am",0,9.3,0,0,0,0.21,1,1,1,0,0,1,0,9.3,0,0,0,0,0,0,0,0,0,nan,1.6
"Oct 26, 04:00 am",0,8.7,0,0,0,0.21,1,1,1,0,0,1,0,8.7,0,0,0,0,0,0,0,0,0,nan,1.6
"Oct 26, 05:00 am",0,8.2,0,0,0,0.21,1,1,1,0,0,1,0,8.2,0,0,0,0,0,0,0,0,0,nan,1.6
"Oct 26, 06:00 am",0.00426687,9,4.26687,4.26687,83.1857,0.21,1,1,1,8.21669,0,1,51.9293,9.44095,0,19.9438,0.00426687,1,0,15.9332,70,12,13,nan,1.8
"Oct 26, 07:00 am",0.191723,12,191.723,191.723,69.8714,0.21,1,1,1,202.559,0,1,94.6504,18.4527,0,245.034,0.191723,1,0,229.947,462,70,166,nan,2.3
"Oct 26, 08:00 am",0.38219,15.8,382.19,382.19,56.8994,0.21,1,1,1,400.023,0,1,95.542,28.0195,0,464.968,0.38219,1,0,460.742,599,112,337,nan,2.4
"Oct 26, 09:00 am",0.516208,19,516.208,516.208,45.0251,0.21,1,1,1,538.964,0,1,95.7778,37.9422,0,654.759,0.516208,1,0,648.966,662,152,490,nan,1.9
"Oct 26, 10:00 am",0.569055,21,569.055,569.055,35.4165,0.21,1,1,1,593.753,0,1,95.8404,43.374,0,743.001,0.569055,1,0,735.479,608,207,572,nan,1.7
"Oct 26, 11:00 am",0.603287,22.4,603.287,603.287,30.3256,0.21,1,1,1,629.242,0,1,95.8752,44.3739,0,793.281,0.603287,1,0,785,602,229,614,nan,2.1
"Oct 26, 12:00 pm",0.570706,23.4,570.706,570.706,31.9918,0.21,1,1,1,595.465,0,1,95.8422,42.5192,0,745.027,0.570706,1,0,736.467,540,242,581,nan,2.5
"Oct 26, 01:00 pm",0.495265,23.6,495.265,495.265,39.5694,0.21,1,1,1,517.252,0,1,95.7493,38.536,0,634.929,0.495265,1,0,626.826,466,235,497,nan,3
"Oct 26, 02:00 pm",0.383768,23.2,383.768,383.768,50.4568,0.21,1,1,1,401.659,0,1,95.5457,34.0121,0,481.817,0.383768,1,0,475.547,421,189,379,nan,3.3
"Oct 26, 03:00 pm",0.227677,22.9,227.677,227.677,62.948,0.21,1,1,1,239.834,0,1,94.9311,29.3338,0,287.101,0.227677,1,0,280.228,312,128,221,nan,3.3
"Oct 26, 04:00 pm",0.0644821,18.2,64.4821,64.4821,76.2078,0.21,1,1,1,70.644,0,1,91.2776,21.073,0,96.7806,0.0644821,1,0,87.6517,166,48,68,nan,1.6
"Oct 26, 05:00 pm",0,15.8,0,0,0,0.21,1,1,1,0,0,1,0,15.8,0,0,0,0,0,0,0,0,0,nan,1.3
"Oct 26, 06:00 pm",0,15.2,0,0,0,0.21,1,1,1,0,0,1,0,15.2,0,0,0,0,0,0,0,0,0,nan,1.2
"Oct 26, 07:00 pm",0,14.7,0,0,0,0.21,1,1,1,0,0,1,0,14.7,0,0,0,0,0,0,0,0,0,nan,1.1
"Oct 26, 08:00 pm",0,14.1,0,0,0,0.21,1,1,1,0,0,1,0,14.1,0,0,0,0,0,0,0,0,0,nan,1.1
"Oct 26, 09:00 pm",0,13.6,0,0,0,0.21,1,1,1,0,0,1,0,13.6,0,0,0,0,0,0,0,0,0,nan,1.1
"Oct 26, 10:00 pm",0,13,0,0,0,0.21,1,1,1,0,0,1,0,13,0,0,0,0,0,0,0,0,0,nan,1
"Oct 26, 11:00 pm",0,12.2,0,0,0,0.21,1,1,1,0,0,1,0,12.2,0,0,0,0,0,0,0,0,0,nan,0.8
"Oct 27, 12:00 am",0,11.5,0,0,0,0.21,1,1,1,0,0,1,0,11.5,0,0,0,0,0,0,0,0,0,nan,0.5
"Oct 27, 01:00 am",0,11,0,0,0,0.21,1,1,1,0,0,1,0,11,0,0,0,0,0,0,0,0,0,nan,0.4
"Oct 27, 02:00 am",0,10.7,0,0,0,0.21,1,1,1,0,0,1,0,10.7,0,0,0,0,0,0,0,0,0,nan,0.4
"Oct 27, 03:00 am",0,10.6,0,0,0,0.21,1,1,1,0,0,1,0,10.6,0,0,0,0,0,0,0,0,0,nan,0.4
"Oct 27, 04:00 am",0,10.5,0,0,0,0.21,1,1,1,0,0,1,0,10.5,0,0,0,0,0,0,0,0,0,nan,0.4
"Oct 27, 05:00 am",0,10.4,0,0,0,0.21,1,1,1,0,0,1,0,10.4,0,0,0,0,0,0,0,0,0,nan,0.3
"Oct 27, 06:00 am",0.00183908,11,1.83908,1.83908,83.2597,0.21,1,1,1,5.69972,0,1,32.2662,11.4423,0,13.8929,0.00183908,1,0,11.3402,44,9,10,nan,0.4
"Oct 27, 07:00 am",0.160489,13.4,160.489,160.489,69.9881,0.21,1,1,1,170.178,0,1,94.3067,21.5517,0,209.05,0.160489,1,0,196.639,361,70,144,nan,0.6
"Oct 27, 08:00 am",0.356596,16.9,356.596,356.596,57.0531,0.21,1,1,1,373.489,0,1,95.477,32.246,0,441.837,0.356596,1,0,437.646,559,112,320,nan,1.1
"Oct 27, 09:00 am",0.496682,20.2,496.682,496.682,45.2305,0.21,1,1,1,518.721,0,1,95.7513,40.7534,0,636.956,0.496682,1,0,631.579,660,138,472,nan,1.4
"Oct 27, 10:00 am",0.575105,22.5,575.105,575.105,35.6896,0.21,1,1,1,600.025,0,1,95.8468,48.3224,0,764.67,0.575105,1,0,758.388,696,159,574,nan,1.2
"Oct 27, 11:00 am",0.603729,24,603.729,603.729,30.6561,0.21,1,1,1,629.7,0,1,95.8756,51.5361,0,816.095,0.603729,1,0,809.198,693,176,617,nan,1.2
"Oct 27, 12:00 pm",0.582859,25,582.859,582.859,32.3146,0.21,1,1,1,608.064,0,1,95.8549,51.583,0,787.759,0.582859,1,0,780.729,664,183,597,nan,1.2
"Oct 27, 01:00 pm",0.51184,25.2,511.84,511.84,39.8366,0.21,1,1,1,534.436,0,1,95.772,47.5692,0,678.189,0.51184,1,0,671.614,603,179,516,nan,1.3
"Oct 27, 02:00 pm",0.390341,24.8,390.341,390.341,50.6698,0.21,1,1,1,408.473,0,1,95.5609,41.4399,0,503.649,0.390341,1,0,497.875,488,164,382,nan,1.3
"Oct 27, 03:00 pm",0.221992,24.4,221.992,221.992,63.1202,0.21,1,1,1,233.94,0,1,94.8927,33.8086,0,285.331,0.221992,1,0,278.43,337,117,217,nan,1.3
"Oct 27, 04:00 pm",0.0477068,20.1,47.7068,47.7068,76.3484,0.21,1,1,1,53.2525,0,1,89.5862,22.7792,0,74.3669,0.0477068,1,0,67.6754,118,39,53,nan,0.8
"Oct 27, 05:00 pm",0,17.7,0,0,0,0.21,1,1,1,0,0,1,0,17.7,0,0,0,0,0,0,0,0,0,nan,0.8
"Oct 27, 06:00 pm",0,16.6,0,0,0,0.21,1,1,1,0,0,1,0,16.6,0,0,0,0,0,0,0,0,0,nan,0.9
"Oct 27, 07:00 pm",0,15.9,0,0,0,0.21,1,1,1,0,0,1,0,15.9,0,0,0,0,0,0,0,0,0,nan,0.9
"Oct 27, 08:00 pm",0,15.2,0,0,0,0.21,1,1,1,0,0,1,0,15.2,0,0,0,0,0,0,0,0,0,nan,0.9
"Oct 27, 09:00 pm",0,14.6,0,0,0,0.21,1,1,1,0,0,1,0,14.6,0,0,0,0,0,0,0,0,0,nan,0.9
"Oct 27, 10:00 pm",0,14.1,0,0,0,0.21,1,1,1,0,0,1,0,14.1,0,0,0,0,0,0,0,0,0,nan,0.7
"Oct 27, 11:00 pm",0,13.8,0,0,0,0.21,1,1,1,0,0,1,0,13.8,0,0,0,0,0,0,0,0,0,nan,0.5
"Oct 28, 12:00 am",0,13.6,0,0,0,0.21,1,1,1,0,0,1,0,13.6,0,0,0,0,0,0,0,0,0,nan,0.5
"Oct 28, 01:00 am",0,13.5,0,0,0,0.21,1,1,1,0,0,1,0,13.5,0,0,0,0,0,0,0,0,0,nan,0.7
"Oct 28, 02:00 am",0,13.2,0,0,0,0.21,1,1,1,0,0,1,0,13.2,0,0,0,0,0,0,0,0,0,nan,1.1
"Oct 28, 03:00 am",0,13,0,0,0,0.21,1,1,1,0,0,1,0,13,0,0,0,0,0,0,0,0,0,nan,1.2
